ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
7800,201.3647144877473,-43.01961426097256,4.570029740065775,0.008151915791292237,1331.677734375,no,no,no,no,no,unknown,no,no
8490,201.2432837402473,-43.04063319287577,3.7844070652780624,0.2121062158073697,8.522558212280273,no,no,no,no,no,unknown,no,yes
7874,217.59893075377536,42.0768462332993,0.10669576430646478,0.015965308565274828,678.3770141601562,yes,yes,no,no,no,unknown,yes,no
8247,193.44593679422667,3.4417992080349773,0.11240906646314941,0.022642538140034068,598.1555786132812,yes,yes,no,no,no,unknown,no,no
9181,172.96484375780682,-12.53296886438091,0.07866680198738385,0.010015906451239348,2436.688720703125,yes,no,yes,yes,no,unknown,no,no
9182,133.70366572939145,20.108453094491544,0.08850060302783531,0.0049987857026450744,3027.8857421875,yes,yes,no,no,no,unknown,yes,no
9217,182.63573235319768,39.40590145022491,0.09244255435316795,0.004823013351750749,4436.09716796875,yes,yes,yes,no,yes,unknown,no,yes
9800,310.65403510002176,75.13391036467242,4.708139617478445,0.01611691242062974,1447.543212890625,yes,yes,no,no,no,unknown,no,no
9238,172.96482479158837,-12.532973367754982,0.08307454841433824,0.012217980730458346,1679.6884765625,yes,no,yes,yes,no,unknown,no,no
9282,204.41582630044644,-12.956878276099657,0.09773066339626446,0.012711096211760932,1083.9244384765625,yes,yes,no,no,no,unknown,yes,no
10348,237.2032478457818,-4.907546742242729,5.509348306831112,0.6224468965328646,9.595010757446289,yes,no,no,no,no,unknown,yes,no
12011,250.74500829771304,39.81024760011929,0.12311623678127945,0.007221799480308474,2494.0341796875,yes,yes,yes,no,no,unknown,yes,no
11501,122.26798313251524,-10.580802606930483,7.525929889897104,0.8407726224532098,7.673767566680908,yes,no,no,no,no,unknown,yes,no
